DT_PUBLICACAO;TEXTO;N_CURTIDAS;LINK_PUBLICACAO;DATA_DOWNLOAD;URL_ESP
2023-10-27;"A equipe da BYD Skyrail palestrou sobre a importância e os processso de produção das portas de plataforma em projetos de mobilidade na 15ª MonorailEX, realizada pela primeira vez no Brasil.

Consideradas um dos principais equipamentos de segurança das estações, as portas das plataformas restrigem o acesso dos passageiros à área das vias de circulação dos trens, proporcionando um ambiente de elevada segurança.

A BYD é responsável pelo fornecimento de trens do sistema Skyrail da linha 17-Ouro de São Paulo em um projeto que terá fluxo diário de até 185 mil passageiros. Com emissão zero de poluentes, essa é mais uma solução BYD que transforma o dia a dia da população preservando o meio ambiente.

#BYD #BYDBrasil #Skyrail #Metro";213 curtidas;https://www.instagram.com/p/Cy5wnQnuGyG/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-27;"Mais um evento finalizado com sucesso. 😍

A Arena ANTP 2023 reuniu os principais fabricantes de soluções para o transporte público em São Paulo, e a BYD não poderia ficar de fora.

Confira imagens do evento em que os visitantes puderam conhecer de perto o chassi do ônibus BYD D9A, o BYD Yuan Plus 100% elétrico e a solução completa de energia solar, que conta com módulos fotovoltaicos fabricados 100% no Brasil.

#BYD #BYDBRasil #Onibuseletrico #EnergiaSolar";442 curtidas;https://www.instagram.com/p/Cy50cHzOI9h/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-30;"Veículo elétrico mais emplacado do Brasil em setembro, o BYD Dolphin conquistou a classificação máxima de 5 estrelas no Programa Australiano de Avaliação de Novos Carros (ANCAP), uma das mais conceituadas avaliações sobre segurança veicular, que ressaltou a proteção para oculpantes adultos em testes de colisão. 🐬💪

O mais recente lançamento da BYD no Brasil, o sport coupé elétrico BYD Seal seguiu o mesmo caminho e também garantiu nota máxima em segurança no teste, com destaque para a proteção do motorista e crianças no banco do passageiro.

Para a BYD, eficiência e segurança serão sempre prioridades. ⭐⭐⭐⭐⭐

#BYD #BYDBrasil";698 curtidas;https://www.instagram.com/p/CzCRGuru7pi/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-31;"Desde 2015, a BYD está presente no mercado brasileiro, oferecendo empilhadeiras de alta qualidade e atendimento especializado nacional diretamente da fábrica.
Em todas as regiões do país, a empresa disponibiliza suporte técnico, envio de produtos e peças, e conta com uma equipe preparada e capacitada para atender às demandas dos clientes no setor de empilhadeiras.

Saiba mais sobre os serviços de venda da BYD clicando no link da bio!

#BYDBrasil #EmpilhadeirasEletricas #AtendimentoEspecializado";101 curtidas;https://www.instagram.com/p/CzEyVcVuouN/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-01;"A BYD não para de crescer. ⬆️👷🏿‍♀️

Mais de 90 mil engenheiros pesquisadores em todo o mundo podem se orgulhar de carregar o crachá da BYD no peito.

O resultado disso? As soluções de geração e armazenamento de energia e mobilidade elétrica mais avançadas do planeta. ⚡

#BYDBrasil #BYDEnergy #engenheiros #sustentabilidade";89 curtidas;https://www.instagram.com/p/CzHcf17Rmr4/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-08;"Em 2016, a BYD estabeleceu a missão de ajudar a diminuir a temperatura da terra em 1ºC. 🌎

Com soluções para geração e armazenamento de energia e mobilidade elétrica, a BYD tem transformado diariamente a realidade de milhões de pessoas ao redor de todo o mundo, sempre priorizando o bem-estar do planeta terra.

#BYDEnergy #sustentabilidade #energiasolar";439 curtidas;https://www.instagram.com/p/CzZYl1ZRI_u/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-09;"Nos dias 16 e 17 de novembro, a BYD Energy estará presente, como patrocinadora master, dos eventos Energy Storage Brasil, do Congresso Brasileiro de Geração Distribuída e do Expo GD South America, que acontecem no Expominas, em Belo Horizonte/MG.

Durante o Energy Storage, especialistas da BYD farão uma palestra sobre a liderança global da empresa e suas principais soluções para o setor de armazenamento de energia.

Acompanhe nossas redes sociais para saber mais sobre as soluções BYD apresentadas no evento.

#BYD #BYDBrasil #BYDEnergy #EnergiaSolar";85 curtidas;https://www.instagram.com/p/CzcbAeMLPH8/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-09;"As empilhadeiras 100% elétricas BYD oferecerem benefícios que transformam a intralogística: baterias duradouras, economia e zero emissão de carbono.

Com capacidade para operar em até 3 turnos, as baterias não possuem efeito memória e podem ser recarregadas totalmente em apenas duas horas. É a tecnologia BYD revolucionando a operação logística.

acesse nosso site para saber mais: https://www.byd.com.br/produtos/empilhadeiras/

#BYDBrasil #LogisticaVerde #EmpilhadeiraEletrica";150 curtidas;https://www.instagram.com/p/CzcH-gPuvE4/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-10;"O Acordo Ambiental São Paulo tem como objetivo incentivar empresas, associações e municípios do estado a assumir compromissos de redução da emissão de gases do efeito estufa, a fim de conter o aquecimento global.

Como uma das maiores greentechs do mundo, além de aderir a acordos que visam preservar o meio ambiente, a BYD estabeleceu uma missão própria: ajudar a reduzir a temperatura da terra em 1°C.

Com as soluções da BYD, você também contribui com essa missão de preservação do planeta. 🌎

Saiba mais em byd.com.br/sustentabilidade

#BYDEnergy #CarbonoZero #AcordoAmbientalSP";60 curtidas;https://www.instagram.com/p/CzeWVXiL890/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-13;"Renovando a maneira como você gerencia a sua frota, o BYD D1 EV 100% elétrico oferece autonomia de 100 km em apenas 20 minutos de recarga no carregador DC.
Com eficiência e velocidade de recarga, a BYD redefine o futuro da mobilidade elétrica.

Saiba mais sobre as soluções em mobilidade elétrica da BYD clicando no link da bio.

#BYDBrasil #MobilidadeSustentavel #RecargaRapida";317 curtidas;https://www.instagram.com/p/Czmat2Su0eS/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-14;"Você sabia que o finame também facilita o financiamento de ônibus elétricos?

O chassi 100% elétrico BYD D9W fabricado no Brasil é elegível ao financiamento do BNDES, que impulsiona a aquisição de máquinas e equipamentos produzidos em solo nacional para fomentar o desenvolvimento industrial e tecnológico do país.

Junte-se à BYD na caminhada para o futuro do transporte eletrificado.

#BYDBrasil #MobilidadeSustentavel #FINAME";190 curtidas;https://www.instagram.com/p/Czoz7MEOMcM/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-15;"Confira algumas das vantagens do uso de empilhadeiras elétricas BYD na sua intralogística:

💲 Menor custo operacional: baterias livres de manutenção e sem necessidade de sala de baterias
🕹️ Mais segurança: freios eletromagnéticos que conferem taxa de resposta baixíssima e controle preciso na operação
🛠️ Manutenção simplificada: pós vendas 100% dedicado e disponível para atendimento

#BYD #EmpilhadeiraEletrica #LogisticaVerde";69 curtidas;https://www.instagram.com/p/Czq1QeFOFfV/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-15;"A sigla BYD nasceu da combinação de três palavras em inglês, Build Your Dreams. A junção dessas letras será tão lembrada por gerações atuais e futuras como a principal marca que hoje é sinônimo de algo espetacular. Isso ocorrerá porque a BYD está muito além da comercialização de veículos elétricos e módulos fotovoltaicos, mas atua, principalmente, na construção de um planeta melhor. 🌎☀️

A BYD tem a missão de ajudar a reduzir em 1ºC a temperatura da Terra. Para isso, desenvolveu diferentes soluções com o objetivo de transformar o planeta com a energia limpa.

De maior fabricante de módulos fotovoltaicos do Brasil a pioneira na montagem de chassis de ônibus 100% elétricos no país, a BYD segue mais firme com a sua missão de transformar o planeta.

#BYD #BYDBrasil #BYDEnergia #EnergiaSolar #OnibusEletrico";391 curtidas;https://www.instagram.com/p/CzrXFQSLyg9/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-16;"Nos dias 21 e 22 deste mês, a BYD estará presente no 18º Fórum ABLA 🚗⚡

O evento é o maior encontro do setor de locação de veículos do Brasil e América Latina, com áreas de exposição e congressos. Visite nosso estande na posição D14 e conheça os modelos BYD Seal e BYD Dolphin Plus, além da solução solar completa BYD

📍 São Paulo Expo: Rodovia dos Imigrantes, km 1,5 Jabaquara - São Paulo, SP
📅 21 e 22 de novembro";148 curtidas;https://www.instagram.com/p/Czt_qh5OVsU/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-17;"O FINAME é um modelo de financiamento oferecido pelo BNDES que tem como objetivo auxiliar empresas de todos os portes e setores na aquisição de bens de produção nacional.

A BYD, como maior fabricante de módulos fotovoltaicos do Brasil, é uma empresa contemplada pelo financiamento.

Arraste para o lado para aprender como solicitar o benefício e adquirir sua solução completa de energia solar BYD.

Em caso de dúvidas, acesse bydenergia.com e conte com um time especializado para o seu atendimento.
#BYDEnergy #BYDBrasil #FINAME";132 curtidas;https://www.instagram.com/p/Czwamt_rcXz/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-20;"A vice-presidente global e CEO das Américas da BYD, Stella Li, foi nomeada pela revista TIME como uma das 100 líderes mundiais que promovem ações climáticas reais nos negócios.

A revista ressaltou a liderança de Stella Li na significante expansão da BYD fora da China, com destaque para a América do Sul. O investimento para construção das fábricas da BYD na Bahia também foi destaque na nomeação.

Saiba mais em: bit.ly/StellaLiTIME100

#BYD #BYDBrasil #TIME100 #TIME #Sustentabilidade";165 curtidas;https://www.instagram.com/p/Cz3mlDfrgvF/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-20;"Os caminhões 100% elétricos BYD são multivocacionais e prontos para qualquer desafio.

O BYD eT18 entrega a versatilidade ideal para diferentes mercados como guincho, transporte de bebidas, refrigeração, coleta de lixo e muito mais.

Conheça a revolução em veículos pesados 100% elétricos com a BYD.

#BYDBrasil #InovaçãoSustentavel #CaminhaoEletrico";144 curtidas;https://www.instagram.com/p/Cz3tSLOuI97/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-23;"A busca por práticas sustentáveis nas empresas cresce ano após ano. Atrelado ao aspecto ambiental, a locação de frotas corporativas com veículos 100% elétricos diminui custos com manutenção e abastecimento.

Durante os dias 21 e 22/11, a BYD apresentou suas soluções para o setor no Fórum ABLA, maior encontro de locação de veículos da América Latina.";•;https://www.instagram.com/p/Cz_VurVO2HV/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-23;"Conheça a empilhadeira 100% elétrica BYD ECB18.

Além de ágil, com suas três rodas, a ECB18 proporciona um raio de giro mínimo de 1.640mm, capaz de operar com eficiência em ambientes com espaço reduzido.

Saiba mais sobre as diferentes linhas de empilhadeiras BYD no link da bio.

#BYDBrasil #logistica #empilhadeiras";61 curtidas;https://www.instagram.com/p/Cz_u05LOwzZ/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-24;"𝑴𝒖𝒊𝒕𝒐 𝒐𝒃𝒓𝒊𝒈𝒂𝒅𝒐! Agradecemos sua visita ao nosso estande no fórum ABLA 2023! ⚡

As soluções da BYD para geração e armazenamento de energia e mobilidade elétrica garantem tecnologia e redução de custos à sua empresa.

Entre em contato com nossa equipe pelo e-mail vendas@byd.com para atender às suas necessidades.

#forumabla #mobilidadeeletrica";552 curtidas;https://www.instagram.com/p/C0CthTvAkJi/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-27;"Já são 6 milhões de veículos de energia limpa produzidos pela maior fabricante de carros elétricos do mundo.

Em apenas 3 meses, a BYD fabricou mais de 1 milhão de novas unidades. No mês passado, a empresa vendeu 300 mil veículos eletrificados, estabelecendo um novo recorde global para o segmento. No Brasil, no mês de outubro, a BYD liderou o mercado de carros 100% elétricos com mais de 70% de participação.

A maior do mundo não para de crescer. ⚡🌎

#BYD #BYDBrasil #Carros #Carroselétricos";9.103 curtidas;https://www.instagram.com/p/C0KO9F0uZf4/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-28;"O ônibus elétrico BYD D11B não emite poluentes e tem autonomia de até 250km, entregando ao sistema de transporte público eficiência e sustentabilidade.

✅ Conheça as soluções BYD para a mobilidade urbana no link da bio

#BYDBrasil #BYDD1 #MobilidadeSustentavel";664 curtidas;https://www.instagram.com/p/C0My_DwO6K4/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-29;"Com menos de 2 metros de comprimento e 80 centímetros de largura, a transpaleteira BYD S14JW é ideal para operações em locais limitados que exigem robustez e agilidade.

Potencialize sua operação com as soluções para intralogística da BYD. Entre em contato com vendas@byd.com para saber mais.

#BYDBrasil #TranspaleteiraEletrica #Sustentabilidade";79 curtidas;https://www.instagram.com/p/C0PlS9MO0S0/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-01;"Os carports são abrigos para veículos cobertos por módulos fotovoltaicos, que transformam áreas de estacionamento em geradores de energia limpa.

Uma forma sustentável de carregar a sua jornada e contribuir para a redução de emissões de CO₂.
A energia solar tem as mais diversas aplicações, e a BYD está preparada para todas elas.

Acesse bydenergia.com e adquira a solução completa para o seu projeto de carport.

#BYD #BYDEnergy #CarportSolar #EnergiaLimpa";119 curtidas;https://www.instagram.com/p/C0T2jborp8_/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-01;"Sucesso de público e também de crítica: o BYD Dolphin acaba de ser eleito o Carro do Ano 2024, vencendo a principal categoria da tradicional premiação realizada pela revista AutoEsporte. É a primeira vez em 57 edições que um modelo movido a energia limpa conquista um dos prêmios mais expressivos e prestigiados do país.

No mesmo evento, o presidente da BYD Brasil, Tyler Li, recebeu o prêmio de Executivo do Ano por sua grande atuação à frente da BYD neste ano.

#carrodoano #carrodoano2024 #premio #vencedor #autoesporte #BYD #BYDDolphin #BYDBrasil";3.581 curtidas;https://www.instagram.com/p/C0UnJ1Nu_42/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-01;"Líderes de todo o mundo estão reunidos na Conferência das Nações Unidas sobre Mudanças Climáticas, a COP28, para discutir sobre o futuro do planeta.

A vice-presidente Global da BYD, Stella Li, reforça o compromisso da BYD em ajudar a reduzir a temperatura da Terra em 1°C.

Através de um ecossistema sustentável de soluções, que vão da liderança global na fabricação de veículos eletrificados à produção de módulos fotovoltaicos e baterias para armazenamento de energia, a BYD cumpre um importante papel na redução das emissões de carbono em todo o mundo.

Confira o depoimento de Stella Li sobre a trajetória da BYD na construção de um futuro mais sustentável.

#BYD #BYDBrasil #COP28 #sustentabilidade";;https://www.instagram.com/p/C0Ut7RVO1pO/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-05;"Quatro anos de avanço sustentável! Os ônibus elétricos BYD celebram seu aniversário de circulação em São Paulo, deixando um rastro verde na zona sul da cidade.

A operação, com 18 veículos na frota da Transwolff, já evitou a emissão de 15.768 toneladas, de CO₂, equivalente a 112.536 árvores.

✅ Conheça as soluções BYD para a mobilidade urbana no link da bio

#BYDBrasil #MobilidadeSustentavel";467 curtidas;https://www.instagram.com/p/C0exvXPu2Ze/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-08;"A BYD oferece um ecossistema de soluções para alcançar seu principal objetivo: ajudar a reduzir a temperatura da Terra em 1ºC.

Da geração ao armazenamento de energia solar, passando pela mobilidade elétrica, a BYD se consolida como uma líder na transição energética, pronta para reduzir a temperatura global.

#BYD #BYDBrasil #EnergiaSolar";180 curtidas;https://www.instagram.com/p/C0mt2WMRKYT/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-11;"A BYD recebeu o Selo de Direitos Humanos e Diversidade entregue pela Prefeitura de São Paulo na última semana. A iniciativa reconhece as boas práticas de gestão e direitos humanos de empresas, organizações sociais e órgãos públicos no desenvolvimento de políticas de inclusão de vários segmentos da população.

Neste ano, a BYD criou o Comitê das Mulheres Wise — Women in Search of Excellence, iniciativa que resultou na premiação e que tem como objetivo encorajar, fomentar a contratação e debater desafios e oportunidades de crescimento para as mulheres, além de dar abertura para a discussão de assuntos pessoais e profissionais.

Esse é mais um reconhecimento do compromisso da BYD com as medidas de apoio às suas colaboradoras.

#BYD #BYDBrasil #Mulheres";254 curtidas;https://www.instagram.com/p/C0uFRwELHTj/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-11;"Neste Dia do Engenheiro, a BYD parabeniza seus 90 mil engenheiros pesquisadores que transformam desafios em soluções e contribuem com o objetivo da empresa de ajudar a reduzir a temperatura da Terra em 1°C.

#BYD #BYDEnergy #DiaDoEngenheiro #Sustentabilidade";91 curtidas;https://www.instagram.com/p/C0ug_AjxhZN/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-12;"Até 11 de dezembro de 2023, a BYD evitou a emissão de 46.228.242.729 kg de carbono, o equivalente ao plantio de 770.470.712 árvores.

Vamos continuar lutando por um futuro mais verde. 🌍⚡

#BYD #BYDBrasil #Sustentabilidade #Carbono #CO2";462 curtidas;https://www.instagram.com/p/C0w6-0CRbv9/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-13;"Conectando o futuro com inovação sustentável, a BYD oferece em sua linha de ônibus elétricos os modelos D9A, D9F, D9W e D11B, com opções de piso alto e piso baixo, que atendem todas as necessidades do transporte público, oferecendo soluções que contribuem com um futuro mais limpo e eficiente.

✅ Conheça as soluções BYD em mobilidade urbana em byd.com.br

#BYDBrasil #MobilidadeSustentavel";234 curtidas;https://www.instagram.com/p/C0zqHSdOKeI/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-14;"O presidente da BYD Brasil, Tyler Li, foi escolhido como uma das 100 pessoas mais influentes no setor de energia em 2023 pela revista Full Energy. O prêmio foi entregue em um evento realizado em São Paulo na noite da última quarta-feira. 🏆☀️

Este é mais um reconhecimento do trabalho realizado pela BYD ao longo do ano, liderando a transição energética no Brasil. ⚡🌎";153 curtidas;https://www.instagram.com/p/C0199WsL5D4/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-14;"Explore o futuro da conectividade com o BYD eT18. O caminhão é totalmente adaptável aos sistemas de conectividade para rastreamento e monitoramento remoto (telemetria).

Através da leitura da rede CAN e o protocolo que a BYD disponibiliza, qualquer empresa de telemetria pode monitorar o veículo.

Descubra o poder da tecnologia conectada com o caminhão eT18 da BYD. Fale com nosso time comercial em vendas@byd.com

#BYDBrasil #CaminhaoEletrico #LogisticaSustentavel";153 curtidas;https://www.instagram.com/p/C01zLIqunlM/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-15;"O mais avançado laboratório de P&D da América Latina voltado para o desenvolvimento da energia solar! ⚡☀️

A BYD Energy já é a maior fabricante de módulos fotovoltaicos do Brasil. Agora, possui uma estrutura completa voltada para estudar todo o ciclo de produção dos painéis solares, desde o beneficiamento do minério de silício.

Confira imagens do novo laboratório de P&D da BYD Energy! 😍

#BYD #BYDEnergy #EnergiaSolar";880 curtidas;https://www.instagram.com/p/C04zEwExhU0/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-15;"A BYD Energy inaugurou, nesta sexta-feira, em Campinas/SP, o primeiro laboratório da América Latina com capacidade para estudar todo o ciclo para a produção de módulos fotovoltaicos, desde o beneficiamento do minério de silício, a principal matéria prima.

O evento contou com a participação da vice-presidente global da BYD, Stella Li, do presidente da BYD Brasil, Tyler Li, e de autoridades como o vice-governador do Estado de São Paulo, Felício Ramuth, e o prefeito de Campinas, Dário Saad.

Com mais esse investimento, a empresa ultrapassou R$ 65 milhões em aplicações para pesquisa e desenvolvimento do setor de energia solar no Brasil.

#BYD #BYDEnergy #EnergiaSolar";1.831 curtidas;https://www.instagram.com/p/C04oUimx0Ke/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-18;"Com capacidade de carga de 25 toneladas, o rebocador BYD Green Tug entrega potência sem emissão de poluentes.

Surpreenda-se com a eficiência do Green Tug BYD e caminhe para o futuro da mobilidade elétrica e sustentável.

#BYD #GreenTug #RebocadorElétrico #MobilidadeSustentavel";106 curtidas;https://www.instagram.com/p/C1ASLJbOcFA/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-18;"A BYD Energy amplia sua atuação no mercado com o lançamento de carregadores veiculares rápidos e ultrarrápidos no país.

O objetivo principal é contribuir com soluções de alta tecnologia para a expansão da infraestrutura no país, trazendo a sustentabilidade, desde a geração de energia até o produto final, o veículo eletrificado.

Dentre as novidades, está o Grid Zero, de 210kW um modelo de ultratecnologia. Sua principal vantagem é estar associado ao armazenamento direto de energia através de baterias.

#BYD #BYDEnergy #Carregador #VeiculoEletrico";1.135 curtidas;https://www.instagram.com/p/C1AZPvmRATf/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-19;"O caminhão 100% elétrico BYD eT18 21.250 ajuda a sua empresa a atingir eficiência máxima na logística.

Com carregamento completo em até duas horas (carregador tipo DC), o BYD eT18 oferece maior produtividade para sua frota.

⚡Confira mais recursos inovadores do BYD eT18. Acesse nosso site (Link na bio).

#BYDBrasil #sustentabilidade #eT18";543 curtidas;https://www.instagram.com/p/C1CSCs1u5IZ/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-19;"A BYD celebra a produção do chassi de ônibus elétrico de número 200 produzido em sua fábrica de Campinas/SP. A unidade foi o primeiro negócio da BYD no Brasil, e hoje opera para entregar soluções que vão impactar a mobilidade pública de grandes cidades em todo o país.

Com opções urbanas e rodoviárias de piso alto, baixo e também articulado, os ônibus BYD deixam de emitir, em média, 129 toneladas de CO2, o equivalente ao plantio de 925 árvores.

✅ Conheça as soluções BYD para a mobilidade urbana no link da bio.

#BYDBrasil #MobilidadeSustentavel0";964 curtidas;https://www.instagram.com/p/C1CrINiu0RN/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-19;"Na última sexta-feira, a BYD inaugurou seu novo laboratório de Pesquisa e Desenvolvimento em energia solar, sustentabilidade e semicondutores. Confira a reportagem da RedeTV! sobre essa novidade, mostrando os benefícios desse investimento para o desenvolvimento do setor no Brasil.

#BYD #BYDEnergy #EnergiaSolar #PesquisaeDesenvolvimento";274 curtidas;https://www.instagram.com/p/C1C_jTExLFo/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-20;"Chegou a hora de levar a solução completa da BYD para a sua casa. Até o dia 31 de dezembro, quem comprar um BYD Tan ou BYD Han ganha um kit solar da BYD Energy! ⚡☀️

Confira as condições da promoção:
- Promoção válida para compras em todas as concessionárias BYD.
- Produtos serão entregues em até 25 dias (exceto para a região norte e nordeste do país, com prazo previsto de até 40 dias) no endereço indicado na compra.
- Condições válidas para vendas consolidadas somente até 31/12/2023.
- Kit solar composto por 24 placas de painel solar da marca, modelo 540 (importado), inversor BYD Pro Tri 12 KW 2 MPPT 380V, estrutura completa, trilhos em perfil de alumínio, cabos solares e todos os conectores necessários para a fixação do material.
- Custos com serviços de instalação serão de responsabilidade do cliente.
- BYD poderá indicar parceiro para realizar a instalação do sistema na casa do ganhador.

#BYD #BYDBrasil #BYDEnergy #BYDHan #BYDTan";754 curtidas;https://www.instagram.com/p/C1Fe-wDxvYP/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-21;"A maior fábrica de automóveis da BYD fora da China tem a expectativa de gerar até 10 mil novos empregos diretos e indiretos para atuação no complexo de Camaçari, na Bahia.

Os processos seletivos e de qualificação devem começar em breve, e a previsão é que os primeiros carros BYD fabricados no Brasil fiquem prontos até o final de 2024.

A BYD já possui fábricas de módulos fotovoltaicos e chassis de ônibus em Campinas/SP, e uma unidade para produção de baterias em Manaus/AM.

#BYD #BYDBrasil #BYDEnergy";2.694 curtidas;https://www.instagram.com/p/C1IC6NNOlCI/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-22;"Com mais de 44% da frota de ônibus elétricos na América Latina, a BYD está comprometida em transformar o cenário do transporte com soluções inovadoras e sustentáveis.

Junte-se à BYD nesta jornada rumo a um futuro mais limpo e sustentável.

#BYD #MobilidadeSustentavel #OnibusEletrico";177 curtidas;https://www.instagram.com/p/C1KNbvrOj-w/?img_index=1;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-12-23;"A BYD é lider em tecnologia de baterias, com sua tradição pioneira em tecnologia de ferro-lítio a BYD conquistou uma bateria com vida útil prolongada e possibilidade de recarga de oportunidade sem efeito memória

Junto a BYD garanta desempenho excepcional para otimizar suas operações logística.

Saiba mais sobre nossa linha de empilhadeiras clicando no link da bio.

#BYD #LogisticaSustentavel #EficienciaEnergetica";79 curtidas;https://www.instagram.com/p/C1MrfkzuZd5/;2024-06-02;https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
